# x0 x1
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
6.239898331944606217e-06 0.000000000000000000e+00
7.688997058298999783e-06 0.000000000000000000e+00
1.528832623383709089e-05 -3.084117020044679599e-09
2.322275149474498860e-05 -6.304229667646339285e-09
2.322371224691568989e-05 -6.304619579973238102e-09
2.923936431535292579e-05 -8.746015985152721280e-09
2.863124391871708354e-05 -8.499215981865836795e-09
3.651231381362571196e-05 -1.169767485074729780e-08
3.955655087224583491e-05 -1.293315012871830195e-08
4.738357788816150806e-05 -1.610967619812966127e-08
4.741597088298324066e-05 -1.612282259360118675e-08
4.980465709103348713e-05 -1.709224865998448935e-08
5.719318283652400324e-05 -2.009081306986111457e-08
6.052503685918896021e-05 -2.144301501588061077e-08
6.476406224693142383e-05 -2.316338401750532586e-08
7.205274533155185538e-05 -2.612142821268889794e-08
7.217013459149510283e-05 -2.616906955131215903e-08
7.365239856650714219e-05 -2.677063259035632871e-08
7.728301568895840459e-05 -2.824408475987953525e-08
8.211025308794476477e-05 -3.020317413186425462e-08
8.918065442027781162e-05 -3.307263070939840047e-08
9.158998613229110729e-05 -3.405043556142041242e-08
9.164715858421562276e-05 -3.407363846893831267e-08
9.635916873252945770e-05 -3.598596393364078916e-08
9.817382563771021497e-05 -3.672242554986144596e-08
9.967054000887241600e-05 -3.732985314769542793e-08
1.023953456026911708e-04 -3.898831321357021429e-08
1.097109599869552633e-04 -4.344098108138587257e-08
1.097131400969457340e-04 -4.344230801104522864e-08
1.118276017359743876e-04 -4.472928062924164511e-08
1.132774710809354024e-04 -4.561174740588384219e-08
1.226834986627529673e-04 -5.133675074496566051e-08
1.299531830922157939e-04 -5.709346621186556194e-08
1.372333578989196263e-04 -6.285848879546398281e-08
1.373504322089490551e-04 -6.295119756403056307e-08
1.406242433510521193e-04 -6.554366212288714221e-08
1.494181227594332457e-04 -7.250735664023236419e-08
1.532664412394530893e-04 -7.555476189288705981e-08
1.578301869279521736e-04 -7.916869942303674103e-08
1.681168829381033823e-04 -8.731452509119586394e-08
1.686052519537106374e-04 -8.770125459685456041e-08
1.718386969781658593e-04 -9.026175404690115283e-08
1.745582005375006184e-04 -9.241527368784498481e-08
1.779059339026515401e-04 -9.506627575392024727e-08
1.805813088334030762e-04 -9.718485083005346198e-08
1.851083636688587164e-04 -1.007697336187960874e-07
1.852407431366670119e-04 -1.008745622309905245e-07
1.905606018249436857e-04 -1.050872502905170942e-07
2.000172153900467605e-04 -1.125757505277614882e-07
1.988077199045530262e-04 -1.116179756152400280e-07
2.035513795388269379e-04 -1.153743833453553811e-07
2.059510038211321929e-04 -1.172745970829296774e-07
2.060555735681066027e-04 -1.173574037419557203e-07
2.078097112669936148e-04 -1.190972541005642043e-07
2.099281639927514666e-04 -1.212354171952834366e-07
2.199378236253849534e-04 -1.313382080468193174e-07
2.266254033159403164e-04 -1.380880098778816142e-07
2.322534612008724420e-04 -1.437684319700009776e-07
2.325979223985039004e-04 -1.441160980809239426e-07
2.355006043663142692e-04 -1.470457869919940831e-07
2.421786644238998077e-04 -1.537859806181415947e-07
2.479190327280100629e-04 -1.595797580806779287e-07
2.533765172226181773e-04 -1.650880197447181089e-07
2.594810268578662911e-04 -1.712493265582917158e-07
2.595469687664564711e-04 -1.713158819992645031e-07
2.618942918438861719e-04 -1.736850448861764679e-07
2.640108357000444457e-04 -1.758212813509167074e-07
2.672738394937146161e-04 -1.797278542367869019e-07
2.718220433287923911e-04 -1.851731098678080034e-07
2.736354965140589172e-04 -1.873442342339824905e-07
2.737338420209096653e-04 -1.874619766317252258e-07
2.731323696954575560e-04 -1.867418746561251263e-07
2.795036761946311150e-04 -1.943698073191283193e-07
2.825315643528214559e-04 -1.979948922188700834e-07
2.840064055428942469e-04 -1.997606194347806673e-07
2.915486718403308532e-04 -2.087904627566719362e-07
2.919989191642264129e-04 -2.093295133060087469e-07
2.937362023961643436e-04 -2.114094445589638247e-07
2.909915491609641998e-04 -2.081234576010116259e-07
2.928104352010934349e-04 -2.103010863554252081e-07
2.949329937326315839e-04 -2.128422815645956157e-07
2.958171243466616875e-04 -2.139007911167567290e-07
2.958857192179421098e-04 -2.139829150985840211e-07
2.923923748634334142e-04 -2.098005710992282878e-07
2.938958013920759272e-04 -2.116005216000785058e-07
2.996271016545093641e-04 -2.184622182519293676e-07
3.029748208388204338e-04 -2.224702151228821322e-07
3.099227467328207245e-04 -2.307884950351489397e-07
3.101162098421597450e-04 -2.310201152799142469e-07
3.141466643446721670e-04 -2.358455047899701181e-07
3.208143670673215746e-04 -2.438282925261887039e-07
3.241471071819749367e-04 -2.478183559741114673e-07
3.286995358656138772e-04 -2.532686697294497724e-07
3.326392909861502394e-04 -2.579854710279073847e-07
3.328279136361835303e-04 -2.582112961194105990e-07
3.369184473511400882e-04 -2.631086143911780062e-07
3.387349207618057080e-04 -2.652833546681510709e-07
3.405069668032249027e-04 -2.674049050725211386e-07
3.389753236094491737e-04 -2.655711726744041169e-07
3.447144663935706619e-04 -2.724422586449688518e-07
3.450655280417232792e-04 -2.728625609193953871e-07
3.459345698679240611e-04 -2.739030056904094408e-07
3.480548521733782346e-04 -2.764414757286440616e-07
3.498695710638407403e-04 -2.786141154377089635e-07
3.489744963833247941e-04 -2.775425032978408812e-07
3.537827665789518685e-04 -2.832991187239746035e-07
3.541352865479748522e-04 -2.837211669469600147e-07
3.599310093795554753e-04 -2.906599923665912613e-07
3.580897406161558799e-04 -2.884555662973816075e-07
3.651830270901963954e-04 -2.969478765622214474e-07
3.682112474673818886e-04 -3.005733592052086136e-07
3.730641427190575917e-04 -3.063834011809308665e-07
3.734261627180918207e-04 -3.068168231448015068e-07
3.774698324770385982e-04 -3.116580343840770726e-07
3.859478443117095054e-04 -3.218081823010549024e-07
3.916918283615959521e-04 -3.286850643904005578e-07
3.919758876837642499e-04 -3.290251493293497639e-07
3.875154589031660156e-04 -3.236849808111756172e-07
3.869788831379967673e-04 -3.230425750807588573e-07
