# x0 x1
-8.519316950227986759e-13 0.000000000000000000e+00
-2.565539391165448592e-05 0.000000000000000000e+00
-1.213065094716736096e-04 0.000000000000000000e+00
-2.864647641695515306e-04 5.830722103224810095e-09
-4.779432665143102830e-04 8.288351956277945188e-09
-7.552975291389105736e-04 2.750132412223027876e-08
-9.738032281559057084e-04 4.879294863920141840e-08
-1.100397104321991721e-03 8.883599149839510861e-08
-1.328997645262119075e-03 1.048246592459269713e-07
-1.528489675973893026e-03 1.281332974744454863e-07
-1.719646848566247022e-03 1.722744934294359498e-07
-1.874614687757526418e-03 1.886800088917908253e-07
-1.994668724443642450e-03 2.046933418762533189e-07
-2.053778968018640533e-03 2.135167871457155944e-07
-2.199977195788334425e-03 2.529396192631104378e-07
-2.347942246593262301e-03 2.900798944878374029e-07
-2.501233486283808635e-03 3.122852839226719184e-07
-2.647041311800178275e-03 3.571881172607493349e-07
-2.817900084647800407e-03 3.866235997068548538e-07
-2.973131117877404403e-03 4.755469613961225090e-07
-3.115057649416234399e-03 5.319692935705288300e-07
-3.302052310681173261e-03 5.774660126373087886e-07
-3.413799452637924017e-03 6.318947161871068618e-07
-3.465041701917952015e-03 6.833074091511632667e-07
-3.577625714354657101e-03 7.140241889621174432e-07
-3.806717493635149076e-03 8.047391699269235014e-07
-3.524549435712072843e-03 7.123400802003039794e-07
-3.792444391068696373e-03 8.250659102923184309e-07
-4.080532806037081260e-03 9.530048319488001163e-07
-3.779747259715394991e-03 8.189719400278118805e-07
-4.330937993229490822e-03 1.130641332185796921e-06
-4.049008209670764899e-03 9.555068206643022812e-07
-4.605481453985478361e-03 1.251051169803398867e-06
-4.591162459470760245e-03 1.241758528149994531e-06
-4.723675023950392113e-03 1.312777989665526113e-06
-4.944953015251588382e-03 1.430811495542074414e-06
-5.096893082244704012e-03 1.512228742041708722e-06
-5.257188535431371428e-03 1.598091003335738102e-06
-5.365730597373470981e-03 1.656309472862804042e-06
-5.487029807162950232e-03 1.740213799161840527e-06
-5.603625862871433258e-03 1.798953322135992760e-06
-4.664286334257856763e-03 1.476281539376187455e-06
1.114466393766692653e-01 -1.246046613934742510e-04
1.923450075840439921e-01 -3.031875211389197335e-04
2.746692395657222008e-01 -5.251344944298494020e-04
3.619621811313050164e-01 -8.371039788857110534e-04
4.422218073025874774e-01 -1.182392494945978508e-03
5.214056182626699565e-01 -1.521664661073588495e-03
5.985653127411183494e-01 -1.886417159110982461e-03
5.618455830010666840e-01 -1.721319464729240134e-03
5.556151255481254214e-01 -1.683103484862701234e-03
5.897821603301004467e-01 -1.902422903556589976e-03
5.709107129860233609e-01 -2.396763246835414193e-03
5.680418141256974307e-01 -2.684943477284683962e-03
5.680749563112993394e-01 -2.754410047327389508e-03
5.678762331565350152e-01 -2.801122294911592616e-03
6.855047653336512337e-01 8.867238604965785309e-03
7.674781066987106382e-01 1.717427052464415987e-02
8.467552283578592132e-01 2.529297020877881164e-02
9.240364275415712259e-01 3.321344383865736799e-02
1.002239679043351650e+00 4.122149068088115653e-02
1.079841161860670251e+00 4.914409706451634829e-02
1.161293116046318019e+00 5.743117905627802278e-02
1.239452792851330365e+00 6.536944160751724520e-02
