# t x
0.000000000000000000e+00 7.750336214526419554e-05
2.035689353942871094e-02 8.356208868920315480e-05
4.058504104614257812e-02 9.405876121703231937e-05
5.963087081909179688e-02 1.076113052850664697e-04
7.990789413452148438e-02 1.242504357171315217e-04
1.004400253295898438e-01 8.363777302616574242e-05
1.207048892974853516e-01 9.246973425987474265e-05
1.396629810333251953e-01 1.121928136272819752e-04
1.599209308624267578e-01 1.387755672441607128e-04
1.801419258117675781e-01 1.253166778814930084e-04
2.004389762878417969e-01 8.774265165540850943e-05
2.193899154663085938e-01 9.547863317850620465e-05
2.396750450134277344e-01 1.244128468125341169e-04
2.600378990173339844e-01 1.256711587438171602e-04
2.803418636322021484e-01 1.243830676092469683e-04
2.994060516357421875e-01 9.140627981174160601e-05
3.195278644561767578e-01 9.548074050751035951e-05
3.397819995880126953e-01 9.280066400025310249e-05
3.600628376007080078e-01 8.417895086773458644e-05
3.805310726165771484e-01 1.141658706308372288e-04
3.997650146484375000e-01 9.586763825162708226e-05
4.199168682098388672e-01 9.896519137173265474e-05
4.401898384094238281e-01 1.108867506728987147e-04
4.591999053955078125e-01 1.229955859873910543e-04
4.794528484344482422e-01 1.334474632283358148e-04
4.999330043792724609e-01 9.717653185601846100e-05
5.202119350433349609e-01 1.045165299714016300e-04
5.391888618469238281e-01 1.204477446255984119e-04
5.594589710235595703e-01 1.293521359481668992e-04
5.798718929290771484e-01 1.277829573126594326e-04
6.004528999328613281e-01 1.007979732617905814e-04
6.193468570709228516e-01 1.042807385408774047e-04
6.397678852081298828e-01 1.060531759662316126e-04
6.599948406219482422e-01 1.029500219022456238e-04
6.802380084991455078e-01 1.345482711431923847e-04
6.993708610534667969e-01 1.008998698292342994e-04
7.196369171142578125e-01 1.200421279413418473e-04
7.398779392242431641e-01 1.399628760954290177e-04
7.600898742675781250e-01 1.662754341985826496e-04
7.791259288787841797e-01 2.036539394655964997e-04
7.994329929351806641e-01 1.052500874637810470e-04
8.197548389434814453e-01 1.208454484154107458e-04
8.401029109954833984e-01 1.487868037287422870e-04
8.592259883880615234e-01 1.787406219199048842e-04
8.795049190521240234e-01 2.319020342741221451e-04
8.999209403991699219e-01 1.112002643211217588e-04
9.201250076293945312e-01 1.383684563681100645e-04
9.391269683837890625e-01 1.248044299288747884e-05
9.595239162445068359e-01 -3.072522034098094414e-04
9.798140525817871094e-01 -9.150169112135818524e-04
1.000227928161621094e+00 1.136478714188272898e-02
1.018646001815795898e+00 1.258944130872872123e-02
1.039943933486938477e+00 1.400411189238783514e-02
1.058908939361572266e+00 1.515785086389733263e-02
1.079014062881469727e+00 1.676635971395908434e-02
1.099829912185668945e+00 2.398866752682332279e-02
1.119557857513427734e+00 2.601258541009810604e-02
1.139808893203735352e+00 2.813618962877813962e-02
1.158746004104614258e+00 3.013156533472390736e-02
1.178822040557861328e+00 3.265018369169889190e-02
1.199064970016479492e+00 3.729861339626375227e-02
1.219078063964843750e+00 3.975621595525514335e-02
1.239440917968750000e+00 4.228940808207474339e-02
1.259043931961059570e+00 4.468978798771065797e-02
1.279067993164062500e+00 4.730259226398767641e-02
1.299541950225830078e+00 5.109411392820306652e-02
1.319525003433227539e+00 5.383244592394829248e-02
1.339451074600219727e+00 5.651913212135909609e-02
1.359575033187866211e+00 5.993811368567895925e-02
1.379910945892333984e+00 6.292108077970230695e-02
1.399039983749389648e+00 6.498797283745398612e-02
1.418547868728637695e+00 6.765546759064099136e-02
1.438251972198486328e+00 7.057181125379709263e-02
1.459455966949462891e+00 7.412740132783768310e-02
1.479300022125244141e+00 7.708230903735323325e-02
1.499282836914062500e+00 7.906311118613700006e-02
1.519226074218750000e+00 8.192962798420878878e-02
1.539022922515869141e+00 8.497510335651278779e-02
1.559105873107910156e+00 8.785859752077423979e-02
1.579036951065063477e+00 9.149811974952640203e-02
1.598983049392700195e+00 9.311570981717780249e-02
1.619185924530029297e+00 9.610980478053243736e-02
1.638776063919067383e+00 9.892944375961987280e-02
1.658882856369018555e+00 1.015399590775176442e-01
1.678572893142700195e+00 1.044884863173382306e-01
1.698773860931396484e+00 1.072950643168371632e-01
1.718629837036132812e+00 1.101349530524345227e-01
1.738734960556030273e+00 1.129407592173054947e-01
1.758476972579956055e+00 1.159982689343992679e-01
1.778450965881347656e+00 1.183611929608699015e-01
1.798604011535644531e+00 1.213992966608128388e-01
1.818754911422729492e+00 1.240402301585675909e-01
1.838608980178833008e+00 1.267572947685311757e-01
1.858978033065795898e+00 1.292881938136070663e-01
1.879225015640258789e+00 1.319752231792336861e-01
